exchange,exchange_symbol,product_symbol,product_type,price_precision,size_precision,min_size,min_notional,size_per_contract
bybit,MEMEFIUSDT,MEMEFI-USDT-SWAP,linear,0.000001,100,100,5,1
bybit,MEMEUSDT,MEME-USDT-SWAP,linear,0.000001,10,10,5,1
bybit,MERLUSDT,MERL-USDT-SWAP,linear,0.00001,0.1,0.1,5,1
bybit,METISUSDT,METIS-USDT-SWAP,linear,0.01,0.01,0.01,5,1
bybit,MEUSDT,ME-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,MEWUSDT,MEW-USDT-SWAP,linear,0.000001,100,100,5,1
bybit,MICHIUSDT,MICHI-USDT-SWAP,linear,0.00001,10,10,5,1
bybit,MINAUSDT,MINA-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,MKRUSDT,MKR-USDT-SWAP,linear,0.1,0.001,0.001,5,1
bybit,MNTPERP,MNT-PERP-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,MNTUSDT,MNT-USDT-SWAP,linear,0.00010,1,1,5,1
bybit,MOBILEUSDT,MOBILE-USDT-SWAP,linear,0.0000001,100,100,5,1
bybit,MOCAUSDT,MOCA-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,MOODENGUSDT,MOODENG-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,MORPHOUSDT,MORPHO-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,MOTHERUSDT,MOTHER-USDT-SWAP,linear,0.000001,10,10,5,1
bybit,MOVEUSDT,MOVE-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,MOVRUSDT,MOVR-USDT-SWAP,linear,0.001,0.1,0.1,5,1
bybit,MTLUSDT,MTL-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,MVLUSDT,MVL-USDT-SWAP,linear,0.000001,100,100,5,1
bybit,MYRIAUSDT,MYRIA-USDT-SWAP,linear,0.000001,10,10,5,1
bybit,MYROUSDT,MYRO-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,NCUSDT,NC-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,NEARUSDT,NEAR-USDT-SWAP,linear,0.001,0.1,0.1,5,1
bybit,NEIROETHUSDT,NEIROETH-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,NEOUSDT,NEO-USDT-SWAP,linear,0.001,0.01,0.01,5,1
bybit,NFPUSDT,NFP-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,NKNUSDT,NKN-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,NMRUSDT,NMR-USDT-SWAP,linear,0.001,0.1,0.1,5,1
bybit,NOTPERP,NOT-PERP-SWAP,linear,0.000001,100,100,5,1
bybit,NOTUSDT,NOT-USDT-SWAP,linear,0.000001,10,10,5,1
bybit,NSUSDT,NS-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,NTRNUSDT,NTRN-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,NULSUSDT,NULS-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,OGNUSDT,OGN-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,OGUSDT,OG-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,OLUSDT,OL-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,OMGUSDT,OMG-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,OMNIUSDT,OMNI-USDT-SWAP,linear,0.001,0.01,0.01,5,1
bybit,OMUSDT,OM-USDT-SWAP,linear,0.00010,1,1,5,1
bybit,ONDOPERP,ONDO-PERP-SWAP,linear,0.0001,1,1,5,1
bybit,ONDOUSDT,ONDO-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,ONEUSDT,ONE-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,ONGUSDT,ONG-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,ONTUSDT,ONT-USDT-SWAP,linear,0.00010,1,1,5,1
bybit,OPPERP,OP-PERP-SWAP,linear,0.0001,1,1,5,1
bybit,OPUSDT,OP-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,ORBSUSDT,ORBS-USDT-SWAP,linear,0.00001,10,10,5,1
bybit,ORCAUSDT,ORCA-USDT-SWAP,linear,0.001,0.1,0.1,5,1
bybit,ORDERUSDT,ORDER-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,ORDIPERP,ORDI-PERP-SWAP,linear,0.001,0.01,0.01,5,1
bybit,ORDIUSDT,ORDI-USDT-SWAP,linear,0.001,0.01,0.01,5,1
bybit,OSMOUSDT,OSMO-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,OXTUSDT,OXT-USDT-SWAP,linear,0.00001,10,10,5,1
bybit,PAXGUSDT,PAXG-USDT-SWAP,linear,1,0.001,0.001,5,1
bybit,PEAQUSDT,PEAQ-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,PENDLEUSDT,PENDLE-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,PENGUUSDT,PENGU-USDT-SWAP,linear,0.000001,10,10,5,1
bybit,PEOPLEUSDT,PEOPLE-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,PERPUSDT,PERP-USDT-SWAP,linear,0.00010,1,1,5,1
bybit,PHAUSDT,PHA-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,PHBUSDT,PHB-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,PIPPINUSDT,PIPPIN-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,PIRATEUSDT,PIRATE-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,PIXELUSDT,PIXEL-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,PLUMEUSDT,PLUME-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,PNUTUSDT,PNUT-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,POLPERP,POL-PERP-SWAP,linear,0.0001,1,1,5,1
bybit,POLUSDT,POL-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,POLYXUSDT,POLYX-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,PONKEUSDT,PONKE-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,POPCATPERP,POPCAT-PERP-SWAP,linear,0.0001,1,1,5,1
bybit,POPCATUSDT,POPCAT-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,PORTALUSDT,PORTAL-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,POWRUSDT,POWR-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,PRCLUSDT,PRCL-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,PRIMEUSDT,PRIME-USDT-SWAP,linear,0.001,0.1,0.1,5,1
bybit,PROMUSDT,PROM-USDT-SWAP,linear,0.0010,0.1,0.1,5,1
bybit,PROSUSDT,PROS-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,PUFFERUSDT,PUFFER-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,PYRUSDT,PYR-USDT-SWAP,linear,0.001,1,1,5,1
bybit,PYTHUSDT,PYTH-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,QIUSDT,QI-USDT-SWAP,linear,0.000001,10,10,5,1
bybit,QNTUSDT,QNT-USDT-SWAP,linear,0.01,0.01,0.01,5,1
bybit,QTUMUSDT,QTUM-USDT-SWAP,linear,0.001,0.1,0.1,5,1
bybit,QUICKUSDT,QUICK-USDT-SWAP,linear,0.00001,10,10,5,1
bybit,RADUSDT,RAD-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,RAREUSDT,RARE-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,RAYDIUMUSDT,RAYDIUM-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,RDNTUSDT,RDNT-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,REDUSDT,RED-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,RENDERUSDT,RENDER-USDT-SWAP,linear,0.001,0.1,0.1,5,1
bybit,REQUSDT,REQ-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,REXUSDT,REX-USDT-SWAP,linear,0.00001,10,10,5,1
bybit,REZUSDT,REZ-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,RIFSOLUSDT,RIFSOL-USDT-SWAP,linear,0.000001,1,1,5,1
bybit,RIFUSDT,RIF-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,RLCUSDT,RLC-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,ROAMUSDT,ROAM-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,RONINUSDT,RONIN-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,ROSEUSDT,ROSE-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,RPLUSDT,RPL-USDT-SWAP,linear,0.001,0.01,0.01,5,1
bybit,RSRUSDT,RSR-USDT-SWAP,linear,0.000001,10,10,5,1
bybit,RSS3USDT,RSS3-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,RUNEUSDT,RUNE-USDT-SWAP,linear,0.001,0.1,0.1,5,1
bybit,RVNUSDT,RVN-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,SAFEUSDT,SAFE-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,SAGAUSDT,SAGA-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,SANDUSDT,SAND-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,SCAUSDT,SCA-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,SCRTUSDT,SCRT-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,SCRUSDT,SCR-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,SCUSDT,SC-USDT-SWAP,linear,0.000001,10,10,5,1
bybit,SDUSDT,SD-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,SEIUSDT,SEI-USDT-SWAP,linear,0.00010,1,1,5,1
bybit,SENDUSDT,SEND-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,SERAPHUSDT,SERAPH-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,SFPUSDT,SFP-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,SHELLUSDT,SHELL-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,SHIB1000PERP,SHIB1000-PERP-SWAP,linear,0.000001,10,10,5,1
bybit,SHIB1000USDT,SHIB1000-USDT-SWAP,linear,0.000001,10,10,5,1
bybit,SKLUSDT,SKL-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,SLERFUSDT,SLERF-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,SLFUSDT,SLF-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,SLPUSDT,SLP-USDT-SWAP,linear,0.000001,10,10,5,1
bybit,SNTUSDT,SNT-USDT-SWAP,linear,0.00001,10,10,5,1
bybit,SNXUSDT,SNX-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,SOL-28MAR25,SOL-28MAR25-SWAP,linear,0.01,0.01,0.01,5,1
bybit,SOLAYERUSDT,SOLAYER-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,SOLOUSDT,SOLO-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,SOLPERP,SOL-PERP-SWAP,linear,0.010,0.1,0.1,5,1
bybit,SOLUSDT,SOL-USDT-SWAP,linear,0.010,0.1,0.1,5,1
bybit,SOLUSDT-04APR25,SOL-USDT-04APR25-SWAP,linear,0.01,0.01,0.01,5,1
bybit,SOLUSDT-11APR25,SOL-USDT-11APR25-SWAP,linear,0.01,0.01,0.01,5,1
bybit,SOLUSDT-21MAR25,SOL-USDT-21MAR25-SWAP,linear,0.01,0.01,0.01,5,1
bybit,SOLUSDT-25APR25,SOL-USDT-25APR25-SWAP,linear,0.01,0.01,0.01,5,1
bybit,SOLVUSDT,SOLV-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,SONICUSDT,SONIC-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,SPECUSDT,SPEC-USDT-SWAP,linear,0.001,0.01,0.01,5,1
bybit,SPELLUSDT,SPELL-USDT-SWAP,linear,0.0000001,10,10,5,1
bybit,SPXUSDT,SPX-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,SSVUSDT,SSV-USDT-SWAP,linear,0.001,0.01,0.01,5,1
bybit,STEEMUSDT,STEEM-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,STGUSDT,STG-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,STORJUSDT,STORJ-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,STPTUSDT,STPT-USDT-SWAP,linear,0.00001,10,10,5,1
bybit,STRKPERP,STRK-PERP-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,STRKUSDT,STRK-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,STXUSDT,STX-USDT-SWAP,linear,0.00010,0.1,0.1,5,1
bybit,SUIPERP,SUI-PERP-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,SUIUSDT,SUI-USDT-SWAP,linear,0.00010,10,10,5,1
bybit,SUNDOGUSDT,SUNDOG-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,SUNUSDT,SUN-USDT-SWAP,linear,0.000001,10,10,5,1
bybit,SUPERUSDT,SUPER-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,SUSDT,S-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,SUSHIUSDT,SUSHI-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,SWARMSUSDT,SWARMS-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,SWEATUSDT,SWEAT-USDT-SWAP,linear,0.000001,10,10,5,1
bybit,SWELLUSDT,SWELL-USDT-SWAP,linear,0.00001,10,10,5,1
bybit,SXPUSDT,SXP-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,SYNUSDT,SYN-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,SYSUSDT,SYS-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,TAIKOUSDT,TAIKO-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,TAIUSDT,TAI-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,TAOUSDT,TAO-USDT-SWAP,linear,0.01,0.001,0.001,5,1
bybit,THETAUSDT,THETA-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,THEUSDT,THE-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,TIAPERP,TIA-PERP-SWAP,linear,0.001,0.01,0.01,5,1
bybit,TIAUSDT,TIA-USDT-SWAP,linear,0.0010,0.1,0.1,5,1
bybit,TLMUSDT,TLM-USDT-SWAP,linear,0.000001,1,1,5,1
bybit,TNSRUSDT,TNSR-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,TOKENUSDT,TOKEN-USDT-SWAP,linear,0.00001,10,10,5,1
bybit,TONPERP,TON-PERP-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,TONUSDT,TON-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,TRBUSDT,TRB-USDT-SWAP,linear,0.010,0.01,0.01,5,1
bybit,TROYUSDT,TROY-USDT-SWAP,linear,0.000001,100,100,5,1
bybit,TRUMPUSDT,TRUMP-USDT-SWAP,linear,0.001,0.1,0.1,5,1
bybit,TRUUSDT,TRU-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,TRXUSDT,TRX-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,TSTBSCUSDT,TSTBSC-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,TUSDT,T-USDT-SWAP,linear,0.00001,10,10,5,1
bybit,TWTUSDT,TWT-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,UMAUSDT,UMA-USDT-SWAP,linear,0.001,0.1,0.1,5,1
bybit,UNIUSDT,UNI-USDT-SWAP,linear,0.001,0.1,0.1,5,1
bybit,USDCUSDT,USDC-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,USDEUSDT,USDE-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,AAVEUSD,AAVE-USD-SWAP,inverse,0.01,1,1,0,1
bybit,ADAUSD,ADA-USD-SWAP,inverse,0.0001,1,1,0,1
bybit,APTUSD,APT-USD-SWAP,inverse,0.001,1,1,0,1
bybit,AVAXUSD,AVAX-USD-SWAP,inverse,0.001,1,1,0,1
bybit,BCHUSD,BCH-USD-SWAP,inverse,0.01,1,1,0,1
bybit,BTCUSD,BTC-USD-SWAP,inverse,0.10,1,1,0,1
bybit,BTCUSDH25,BTC-USD-H25-SWAP,inverse,0.50,1,1,0,1
bybit,BTCUSDM25,BTC-USD-M25-SWAP,inverse,0.50,1,1,0,1
bybit,BTCUSDU25,BTC-USD-U25-SWAP,inverse,0.50,1,1,0,1
bybit,DOGEUSD,DOGE-USD-SWAP,inverse,0.00001,1,1,0,1
bybit,DOTUSD,DOT-USD-SWAP,inverse,0.001,1,1,0,1
bybit,EOSUSD,EOS-USD-SWAP,inverse,0.0001,1,1,0,1
bybit,ETCUSD,ETC-USD-SWAP,inverse,0.001,1,1,0,1
bybit,ETHUSD,ETH-USD-SWAP,inverse,0.01,1,1,0,1
bybit,ETHUSDH25,ETH-USD-H25-SWAP,inverse,0.05,1,1,0,1
bybit,ETHUSDM25,ETH-USD-M25-SWAP,inverse,0.05,1,1,0,1
bybit,ETHUSDU25,ETH-USD-U25-SWAP,inverse,0.05,1,1,0,1
bybit,FILUSD,FIL-USD-SWAP,inverse,0.001,1,1,0,1
bybit,LINKUSD,LINK-USD-SWAP,inverse,0.001,1,1,0,1
bybit,LTCUSD,LTC-USD-SWAP,inverse,0.01,1,1,0,1
bybit,MANAUSD,MANA-USD-SWAP,inverse,0.0001,1,1,0,1
bybit,MNTUSD,MNT-USD-SWAP,inverse,0.0001,1,1,0,1
bybit,NEARUSD,NEAR-USD-SWAP,inverse,0.0001,1,1,0,1
bybit,OPUSD,OP-USD-SWAP,inverse,0.0001,1,1,0,1
bybit,SOLUSD,SOL-USD-SWAP,inverse,0.01,1,1,0,1
bybit,SUIUSD,SUI-USD-SWAP,inverse,0.0001,1,1,0,1
bybit,TONUSD,TON-USD-SWAP,inverse,0.0001,1,1,0,1
bybit,UNIUSD,UNI-USD-SWAP,inverse,0.001,1,1,0,1
bybit,WIFUSD,WIF-USD-SWAP,inverse,0.0001,1,1,0,1
bybit,XLMUSD,XLM-USD-SWAP,inverse,0.00001,1,1,0,1
bybit,XRPUSD,XRP-USD-SWAP,inverse,0.0001,1,1,0,1
bybit,BTCUSDT,BTC-USDT-SPOT,spot,0.01,0.000001,0.000011,0,1
bybit,ETHUSDT,ETH-USDT-SPOT,spot,0.01,0.00001,0.00029,0,1
bybit,XRPUSDT,XRP-USDT-SPOT,spot,0.0001,0.01,0.44,0,1
bybit,EOSUSDT,EOS-USDT-SPOT,spot,0.0001,0.01,1.15,0,1
bybit,DOTUSDT,DOT-USDT-SPOT,spot,0.001,0.001,0.133,0,1
bybit,XLMUSDT,XLM-USDT-SPOT,spot,0.0001,0.1,2.5,0,1
bybit,LTCUSDT,LTC-USDT-SPOT,spot,0.01,0.00001,0.00923,0,1
bybit,DOGEUSDT,DOGE-USDT-SPOT,spot,0.00001,0.1,3,0,1
bybit,CHZUSDT,CHZ-USDT-SPOT,spot,0.0001,0.01,10.6,0,1
bybit,AXSUSDT,AXS-USDT-SPOT,spot,0.001,0.01,0.15,0,1
bybit,MANAUSDT,MANA-USDT-SPOT,spot,0.0001,0.01,1.85,0,1
bybit,DYDXUSDT,DYDX-USDT-SPOT,spot,0.0001,0.001,0.631,0,1
bybit,MKRUSDT,MKR-USDT-SPOT,spot,1,0.0001,0.0007,0,1
bybit,COMPUSDT,COMP-USDT-SPOT,spot,0.01,0.001,0.012,0,1
bybit,AAVEUSDT,AAVE-USDT-SPOT,spot,0.01,0.001,0.003,0,1
bybit,YFIUSDT,YFI-USDT-SPOT,spot,1,0.00001,0.00011,0,1
bybit,LINKUSDT,LINK-USDT-SPOT,spot,0.01,0.001,0.04,0,1
bybit,SUSHIUSDT,SUSHI-USDT-SPOT,spot,0.001,0.001,0.606,0,1
bybit,UNIUSDT,UNI-USDT-SPOT,spot,0.001,0.001,0.069,0,1
bybit,KSMUSDT,KSM-USDT-SPOT,spot,0.01,0.001,0.028,0,1
bybit,ICPUSDT,ICP-USDT-SPOT,spot,0.001,0.01,0.09,0,1
bybit,ADAUSDT,ADA-USDT-SPOT,spot,0.0001,0.01,1.07,0,1
bybit,ETCUSDT,ETC-USDT-SPOT,spot,0.01,0.01,0.04,0,1
bybit,XTZUSDT,XTZ-USDT-SPOT,spot,0.001,0.01,0.7,0,1
bybit,BCHUSDT,BCH-USDT-SPOT,spot,0.1,0.001,0.003,0,1
bybit,QNTUSDT,QNT-USDT-SPOT,spot,0.1,0.001,0.009,0,1
bybit,USDCUSDT,USDC-USDT-SPOT,spot,0.0001,0.01,1,0,1
bybit,GRTUSDT,GRT-USDT-SPOT,spot,0.0001,0.01,4.36,0,1
bybit,SOLUSDT,SOL-USDT-SPOT,spot,0.01,0.001,0.006,0,1
bybit,FILUSDT,FIL-USDT-SPOT,spot,0.001,0.01,0.19,0,1
bybit,OMGUSDT,OMG-USDT-SPOT,spot,0.0001,0.001,2.671,0,1
bybit,BATUSDT,BAT-USDT-SPOT,spot,0.0001,0.01,3.59,0,1
bybit,ZRXUSDT,ZRX-USDT-SPOT,spot,0.0001,0.01,1.95,0,1
bybit,CRVUSDT,CRV-USDT-SPOT,spot,0.0001,0.01,0.99,0,1
bybit,AGLDUSDT,AGLD-USDT-SPOT,spot,0.001,0.01,0.58,0,1
bybit,ANKRUSDT,ANKR-USDT-SPOT,spot,0.00001,0.1,25.6,0,1
bybit,PERPUSDT,PERP-USDT-SPOT,spot,0.0001,0.01,1.15,0,1
bybit,WAVESUSDT,WAVES-USDT-SPOT,spot,0.001,0.01,0.61,0,1
bybit,LUNCUSDT,LUNC-USDT-SPOT,spot,0.00000001,0.001,8282.26,0,1
bybit,SPELLUSDT,SPELL-USDT-SPOT,spot,0.0000001,0.1,1225.4,0,1
bybit,SHIBUSDT,SHIB-USDT-SPOT,spot,0.00000001,0.1,42566.8,0,1
bybit,ATOMUSDT,ATOM-USDT-SPOT,spot,0.001,0.001,0.142,0,1
bybit,ALGOUSDT,ALGO-USDT-SPOT,spot,0.0001,0.01,2.53,0,1
bybit,ENJUSDT,ENJ-USDT-SPOT,spot,0.00001,0.01,4.06,0,1
bybit,SANDUSDT,SAND-USDT-SPOT,spot,0.0001,0.01,1.57,0,1
bybit,AVAXUSDT,AVAX-USDT-SPOT,spot,0.01,0.001,0.025,0,1
bybit,WOOUSDT,WOO-USDT-SPOT,spot,0.00001,0.01,4.39,0,1
bybit,FTTUSDT,FTT-USDT-SPOT,spot,0.0001,0.001,0.312,0,1
bybit,GODSUSDT,GODS-USDT-SPOT,spot,0.00001,0.01,4.71,0,1
bybit,IMXUSDT,IMX-USDT-SPOT,spot,0.001,0.01,0.68,0,1
bybit,ENSUSDT,ENS-USDT-SPOT,spot,0.01,0.01,0.03,0,1
bybit,CAKEUSDT,CAKE-USDT-SPOT,spot,0.001,0.001,0.384,0,1
bybit,STETHUSDT,STETH-USDT-SPOT,spot,0.01,0.00001,0.00029,0,1
bybit,GALFTUSDT,GALFT-USDT-SPOT,spot,0.001,0.01,0.59,0,1
bybit,SLPUSDT,SLP-USDT-SPOT,spot,0.000001,0.1,236,0,1
bybit,C98USDT,C98-USDT-SPOT,spot,0.0001,0.01,5.3,0,1
bybit,GENEUSDT,GENE-USDT-SPOT,spot,0.00001,0.01,8.56,0,1
bybit,AVAUSDT,AVA-USDT-SPOT,spot,0.0001,0.01,0.71,0,1
bybit,ONEUSDT,ONE-USDT-SPOT,spot,0.00001,0.01,30.85,0,1
bybit,PTUUSDT,PTU-USDT-SPOT,spot,0.0001,0.001,5.006,0,1
bybit,XYMUSDT,XYM-USDT-SPOT,spot,0.00001,0.01,51.42,0,1
bybit,BOBAUSDT,BOBA-USDT-SPOT,spot,0.00001,0.01,4.56,0,1
bybit,JASMYUSDT,JASMY-USDT-SPOT,spot,0.00001,0.01,25.36,0,1
bybit,GALAUSDT,GALA-USDT-SPOT,spot,0.00001,0.01,25.23,0,1
bybit,TRVLUSDT,TRVL-USDT-SPOT,spot,0.000001,0.01,19.9,0,1
bybit,WEMIXUSDT,WEMIX-USDT-SPOT,spot,0.0001,0.001,1.129,0,1
bybit,XEMUSDT,XEM-USDT-SPOT,spot,0.00001,0.01,36.61,0,1
bybit,BICOUSDT,BICO-USDT-SPOT,spot,0.0001,0.01,3.14,0,1
bybit,CELUSDT,CEL-USDT-SPOT,spot,0.0001,0.01,5.03,0,1
bybit,UMAUSDT,UMA-USDT-SPOT,spot,0.0001,0.001,0.349,0,1
bybit,HOTUSDT,HOT-USDT-SPOT,spot,0.000001,0.1,383.5,0,1
bybit,NEXOUSDT,NEXO-USDT-SPOT,spot,0.0001,0.01,0.72,0,1
bybit,SNXUSDT,SNX-USDT-SPOT,spot,0.001,0.01,0.45,0,1
bybit,RENUSDT,REN-USDT-SPOT,spot,0.00001,0.01,32.48,0,1
bybit,1INCHUSDT,1INCH-USDT-SPOT,spot,0.0001,0.01,2.4,0,1
bybit,TELUSDT,TEL-USDT-SPOT,spot,0.000001,0.1,177.1,0,1
bybit,SISUSDT,SIS-USDT-SPOT,spot,0.00001,0.01,6.28,0,1
bybit,LRCUSDT,LRC-USDT-SPOT,spot,0.0001,0.01,4.51,0,1
bybit,LDOUSDT,LDO-USDT-SPOT,spot,0.001,0.01,0.52,0,1
bybit,REALUSDT,REAL-USDT-SPOT,spot,0.00001,0.01,21.05,0,1
bybit,ETHUSDC,ETH-USDC-SPOT,spot,0.01,0.00001,0.00029,0,1
bybit,BTCUSDC,BTC-USDC-SPOT,spot,0.01,0.000001,0.000011,0,1
bybit,1SOLUSDT,1SOL-USDT-SPOT,spot,0.000001,0.01,61.67,0,1
bybit,PLTUSDT,PLT-USDT-SPOT,spot,0.000001,0.01,30.1,0,1
bybit,IZIUSDT,IZI-USDT-SPOT,spot,0.000001,0.01,93.38,0,1
bybit,QTUMUSDT,QTUM-USDT-SPOT,spot,0.0001,0.001,0.296,0,1
bybit,ZENUSDT,ZEN-USDT-SPOT,spot,0.01,0.001,0.027,0,1
bybit,THETAUSDT,THETA-USDT-SPOT,spot,0.001,0.01,0.43,0,1
bybit,MXUSDT,MX-USDT-SPOT,spot,0.0001,0.01,0.3,0,1
bybit,DGBUSDT,DGB-USDT-SPOT,spot,0.000001,0.01,75.05,0,1
bybit,RVNUSDT,RVN-USDT-SPOT,spot,0.00001,0.1,44,0,1
bybit,EGLDUSDT,EGLD-USDT-SPOT,spot,0.01,0.001,0.027,0,1
bybit,RUNEUSDT,RUNE-USDT-SPOT,spot,0.001,0.01,0.19,0,1
bybit,XLMUSDC,XLM-USDC-SPOT,spot,0.0001,0.1,2.5,0,1
bybit,SOLUSDC,SOL-USDC-SPOT,spot,0.01,0.001,0.006,0,1
bybit,XRPUSDC,XRP-USDC-SPOT,spot,0.0001,0.01,0.44,0,1
bybit,RAINUSDT,RAIN-USDT-SPOT,spot,0.0000001,0.1,891.5,0,1
bybit,XECUSDT,XEC-USDT-SPOT,spot,0.00000001,0.1,26350.5,0,1
bybit,ICXUSDT,ICX-USDT-SPOT,spot,0.00001,0.01,5.23,0,1
bybit,XDCUSDT,XDC-USDT-SPOT,spot,0.00001,0.1,12.1,0,1
bybit,HNTUSDT,HNT-USDT-SPOT,spot,0.001,0.001,0.131,0,1
bybit,ZILUSDT,ZIL-USDT-SPOT,spot,0.00001,0.1,42.5,0,1
